region_source,tau,moneyness,v,rho,kappa,gamma,bar_v,r,ref_price,ref_delta,ref_gamma,ref_vega,ref_theta,ref_rho
full_grid,0.005,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,4.803957069576814e-05,0.022544228332857186,-1.0155947243949615,-0.0021727167979009444,0.01039550747811004,0.0001230015836994709
full_grid,0.07150000000000001,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0016960612388272622,-0.05252598504947015,1.507588699995722,0.07351625337062373,-0.05190151087589807,-0.004227399716510025
full_grid,0.138,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.005636465424907922,-0.10684659062646107,1.879533435719356,0.16600528814197535,-0.062238920224967374,-0.016898845822357705
full_grid,0.20450000000000002,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.009725572283644235,-0.13966199075226626,1.8798361313559866,0.23093816996837635,-0.06005803595419877,-0.03321543850433531
full_grid,0.271,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.013587020211244027,-0.16111406432238606,1.8123001897564848,0.2769849381122971,-0.056009298962155896,-0.05141910564220775
full_grid,0.3375,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.017176896117811813,-0.1762118846282521,1.7357117972552203,0.31022558325231286,-0.052016464278680244,-0.07081938786758685
full_grid,0.404,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.02051513126538329,-0.18745327607206064,1.6637967323469312,0.3343520359341474,-0.048462013666661724,-0.09108747476075157
full_grid,0.47050000000000003,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.023632869018709757,-0.19619793697707477,1.5994136382627868,0.35173917800397114,-0.04538014532614459,-0.11204609962680329
full_grid,0.537,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.026560071055847567,-0.20324179713152057,1.5424421169410163,0.3640130307370295,-0.04272111891709985,-0.13359008208884826
full_grid,0.6035,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.029322717388522657,-0.20907754827169356,1.4919808309590357,0.37234419004983055,-0.040420459829433784,-0.15565120169492386
full_grid,0.67,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03194259668054944,-0.21402386474504853,1.4470220828408333,0.3776070268545184,-0.038418058485334604,-0.1781811548305412
full_grid,0.7365,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03443778916660645,-0.21829443316181552,1.406656586511339,0.38047155731751703,-0.03666272957196085,-0.2011428410804258
full_grid,0.803,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.036823276548651473,-0.22203704651029565,1.3701213590905361,0.38146002666837275,-0.03511233373313936,-0.22450577592879262
full_grid,0.8695,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03911150842504607,-0.22535678153276728,1.3367948960827363,0.3809840197369281,-0.03373263033027248,-0.24824363212897482
full_grid,0.936,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04131288188243898,-0.22833025089361914,1.3061767556407835,0.3793701780690696,-0.03249590621829781,-0.2723329029964564
full_grid,1.0025,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04343613271651714,-0.23101463429722902,1.2778649812367222,0.3768788270440898,-0.031379717037428,-0.2967521632136907
full_grid,1.069,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04548864946386577,-0.23345354908143667,1.251535902175271,0.37371792204043996,-0.030365829143864473,-0.3214816490152792
full_grid,1.1355,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0474767238860726,-0.23568095252292864,1.226927453709398,0.37005374054933904,-0.029439363340625205,-0.34650300891080077
full_grid,1.202,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04940575051899754,-0.23772378831325902,1.2038259070383432,0.3660192165352234,-0.028588114055267413,-0.3717991450746101
full_grid,1.2685,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.05128038589904094,-0.23960381462704006,1.1820555035073967,0.3617205122399558,-0.027802012234333075,-0.39735410266041127
full_grid,1.335,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.053104676027078024,-0.24133888864771058,1.1614704257320527,0.3572422421663932,-0.027072702680707172,-0.4231529843663473
full_grid,1.4015,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.05488215883604319,-0.2429438838244451,1.1419485964713232,0.352651649623819,-0.02639321126689546,-0.44918187841880375
full_grid,1.468,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0566159469572316,-0.24443135498556368,1.123386886293361,0.34800195988706445,-0.025757682287798504,-0.4754277939697784
full_grid,1.5345,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.058308794912594,-0.24581202775367417,1.1056973995530899,0.343335080738054,-0.025161170443602023,-0.501878600996269
full_grid,1.601,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.059963153948157544,-0.2470951638034975,1.08880458371554,0.33868378259926973,-0.024599475401170467,-0.5285229733970112
full_grid,1.6675,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.06158121701691888,-0.248288837208422,1.0726429676095544,0.3340734617830302,-0.024069009617263784,-0.5553503347849598
full_grid,1.734,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.06316495587369664,-0.24940014630083063,1.057155381204835,0.32952356859679793,-0.023566692231966824,-0.5823508068479564
full_grid,1.8005,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.06471615182298196,-0.2504353781858015,1.0422915453638844,0.3250487652502579,-0.023089863476698592,-0.609515160300345
full_grid,1.867,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0662364213349228,-0.2514001380791171,1.028006947116939,0.3206598654166917,-0.022636215295289815,-0.6368347684867586
full_grid,1.9335,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.06772723749187692,-0.25229945221072003,1.014261936391169,0.3163645970078981,-0.02220373483692683,-0.6643015636859175
full_grid,2.0,1.0933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0691899480313336,-0.2531378506399393,1.0010209954364568,0.31216822157783775,-0.02179065821574992,-0.6919079961286669
full_grid,0.005,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.00012668057395748278,-0.014649877774309927,-2.6698966261128767,-0.00859191265446431,0.07219957311072796,-8.169605988763134e-05
full_grid,0.07150000000000001,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.0011155437707667248,-0.035542112846212115,1.0614949567122949,0.0542557163506141,-0.0392469195581286,-0.0028920902954210487
full_grid,0.138,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.004367925086502744,-0.08422668466855554,1.5229939288976944,0.14100235353587176,-0.054115567834479926,-0.013465872944519092
full_grid,0.20450000000000002,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.008021986965188632,-0.11649641916267295,1.6005587196678874,0.20612534224257617,-0.05481103568757077,-0.028005189276483017
full_grid,0.271,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.01159295978230801,-0.13850471395073805,1.5829317697683933,0.2536291915576945,-0.052374259470092444,-0.04468017917959133
full_grid,0.3375,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.014975762618101074,-0.15439298722602102,1.5400334991050624,0.2885793439214144,-0.049347389338416106,-0.06272010061252781
full_grid,0.404,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.018158457915169346,-0.16642910082796347,1.4921803880900661,0.3143952433441286,-0.04641025769574822,-0.08174535845057235
full_grid,0.47050000000000003,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.02115442825548941,-0.17590947961166536,1.4458292564644708,0.33337138630834784,-0.04374401233958778,-0.10154687906827381
full_grid,0.537,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.023983076640208822,-0.18361742813655169,1.4029150303523306,0.34711150380993216,-0.04137705077588858,-0.1219990773487819
full_grid,0.6035,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.02666377215831195,-0.19004914419466656,1.3637733208509832,0.3567834095459306,-0.03928924113426311,-0.14302034192798074
full_grid,0.67,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.029213988946201197,-0.19553140187276008,1.3281751730271818,0.363265897844941,-0.037446983188452264,-0.16455338936921082
full_grid,0.7365,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.03164889291053363,-0.20028653182502176,1.2957206248428488,0.367236316860329,-0.035815608061654194,-0.18655495025791036
full_grid,0.803,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.03398143791105279,-0.20447015200099306,1.2659910888126005,0.3692254436948388,-0.03436361795790743,-0.20899017678543086
full_grid,0.8695,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.03622262461622561,-0.20819399178827003,1.23860505067291,0.36965378452340614,-0.03306382485354101,-0.23182954672209866
full_grid,0.936,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.03838178937813552,-0.21154016657395314,1.2132340180175536,0.36885683888519516,-0.031893306023486334,-0.2550471210018982
full_grid,1.0025,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.04046687372561664,-0.2145703557224854,1.1896024608650286,0.3671034508767186,-0.030832943609890327,-0.2786195458936471
full_grid,1.069,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.042484658765434724,-0.21733184477840695,1.1674819225058872,0.36460958754580397,-0.02986686130803185,-0.3025254681089662
full_grid,1.1355,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.04444096243797124,-0.21986158673418976,1.1466836484950491,0.3615489376459702,-0.028981882505659792,-0.32674517997023345
full_grid,1.202,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.04634080278961106,-0.222188983333502,1.1270515046988936,0.3580612054058607,-0.028167053640996025,-0.3512603931031144
full_grid,1.2685,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.048188532031433584,-0.22433782280712733,1.1084558105323548,0.35425867848849524,-0.027413242268349444,-0.3760540841240043
full_grid,1.335,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.049987946251021875,-0.22632765170675473,1.0907882164183285,0.3502314726195429,-0.026712805451081716,-0.4011103808766734
full_grid,1.4015,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.05174237516120317,-0.2281747609177862,1.0739575531531038,0.34605174403583994,-0.026059319300664182,-0.4264144718068399
full_grid,1.468,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.05345475561707569,-0.22989290466192513,1.057886513287127,0.3417770870643556,-0.02544735962899354,-0.4519525289209021
full_grid,1.5345,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.05512769198548817,-0.23149383210822028,1.0425090153582843,0.3374532828493345,-0.024872324435783324,-0.4777116391612688
full_grid,1.601,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.05676350587587409,-0.23298768571984896,1.027768115745396,0.3331165282193696,-0.024330290246586103,-0.5036797414607497
full_grid,1.6675,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.058364277256000574,-0.23438330362987236,1.0136143540428133,0.32879524614122424,-0.023817895679427985,-0.5298455680661596
full_grid,1.734,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.05993187857801652,-0.2356884520654401,1.0000044392522471,0.32451155824628947,-0.02333224685864004,-0.5561985894297772
full_grid,1.8005,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.06146800321853696,-0.23691000619092395,0.9869002030603697,0.32028248369755546,-0.022870840352094433,-0.5827289623307221
full_grid,1.867,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.0629741892789264,-0.23805409248712017,0.9742677622767482,0.31612091596372943,-0.022431500178823387,-0.6094274810623772
full_grid,1.9335,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.06445183958654155,-0.23912620213390468,0.9620768452367296,0.3120364190314129,-0.0220123261369803,-0.6362855315945795
full_grid,2.0,1.1066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.06590223857419919,-0.24013128230041625,0.9503002470272697,0.3080358766039438,-0.0216116512632907,-0.6632950486399853
full_grid,0.005,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,-0.00014035225001118867,-0.01226360298905238,2.870675139895912,0.008416320997046568,-0.06264063048219053,-6.797441548863064e-05
full_grid,0.07150000000000001,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.0007254731613074439,-0.023698585973091046,0.7325384043613354,0.03918803577512775,-0.02901024221544119,-0.0019496540957586045
full_grid,0.138,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.0033709648119899516,-0.06598591792448061,1.2220632927403763,0.11842692623850581,-0.04647356841633001,-0.010663976618462412
full_grid,0.20450000000000002,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.0066034357728199655,-0.09683341637199483,1.354314261687314,0.18257325154561244,-0.04958819174121397,-0.023529128301383512
full_grid,0.271,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.009880649349400583,-0.11880063870201041,1.3764667719391,0.2308824132806473,-0.04864206160541923,-0.0387360258325215
full_grid,0.3375,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.013048671661757827,-0.1350667212203127,1.3617981249501625,0.26715593229904266,-0.04655146106372031,-0.05545914730712148
full_grid,0.404,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.016067270149804358,-0.14759910611896032,1.334657124716795,0.2944182843798888,-0.044230513072379796,-0.0732768206772279
full_grid,0.47050000000000003,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.018933199358554642,-0.15758984563228307,1.3040801141398344,0.3148237254460675,-0.04198777089926512,-0.09195161535258772
full_grid,0.537,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.021655640653315267,-0.16578535328458965,1.2735898353970416,0.3299225141204918,-0.03992301369926799,-0.11133902191031397
full_grid,0.6035,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.024247408333398224,-0.1726704295145589,1.2445211765681892,0.3408621943070711,-0.03805803394202507,-0.13134470764668704
full_grid,0.67,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.02672161936482509,-0.17857043555392682,1.217293349989891,0.34851541683669707,-0.03638493490721171,-0.1519027398140993
full_grid,0.7365,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.029090453085586998,-0.18371006424686542,1.191939224382926,0.35356002551589194,-0.03488538277106855,-0.172963876493489
full_grid,0.803,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.031364760392946556,-0.18824848215194945,1.1683371590754792,0.35653065305867826,-0.033538576775256165,-0.1944890575037136
full_grid,0.8695,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.033554024740010124,-0.1923010778303198,1.1463146044881976,0.3578533949899365,-0.032324515390477294,-0.21644570614571756
full_grid,0.936,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.035666463029525364,-0.19595331851345144,1.1256937246085474,0.3578701689250279,-0.03122521378742041,-0.23880559225965758
full_grid,1.0025,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.03770917331385715,-0.19926979928084587,1.106310156097261,0.3568565205514579,-0.030225016697723733,-0.2615435768796759
full_grid,1.069,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.03968828848694139,-0.20230028016508372,1.08801930348063,0.3550350622789763,-0.029310521975072605,-0.28463685982859177
full_grid,1.1355,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.041609118982300575,-0.2050837906658216,1.0706970085257304,0.3525858620554544,-0.028470352419725703,-0.30806451622156783
full_grid,1.202,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.04347627849786462,-0.20765146857640082,1.0542378705721713,0.34965461384303087,-0.0276948853290873,-0.3318071998107266
full_grid,1.2685,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.04529379178326565,-0.21002855474868243,1.038552773476313,0.34635914117860156,-0.02697598853682645,-0.3558469431796203
full_grid,1.335,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.047065185683842214,-0.21223581572077022,1.0235663322256268,0.3427946171866496,-0.026306782636041203,-0.3801670145536249
full_grid,1.4015,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.04879356542918489,-0.21429057269473994,1.009214559745708,0.3390377786643095,-0.025681435286458273,-0.40475180809648115
full_grid,1.468,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.050481678308440636,-0.21620745588714452,0.995442855577906,0.33515034193504156,-0.02509498720007474,-0.4295867544281988
full_grid,1.5345,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.05213196674658216,-0.2179989647757521,0.9822043260064337,0.3311817797221013,-0.024543206777121008,-0.45465824379482855
full_grid,1.601,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.053746612560057305,-0.2196758894518962,0.9694584061532807,0.32717158335066066,-0.02402246952791138,-0.47995355760263636
full_grid,1.6675,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.055327573910186945,-0.22124763140684411,0.9571697413418354,0.32315110855813184,-0.023529658412799304,-0.5054608059106578
full_grid,1.734,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.056876616226008925,-0.22272245067538377,0.945307283874171,0.3191450833209451,-0.02306208158413516,-0.5311688695435488
full_grid,1.8005,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.058395338149857756,-0.22410765846001035,0.9338435653506303,0.3151728406603276,-0.0226174044851754,-0.5570673460829374
full_grid,1.867,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.05988519337251097,-0.22540976896357257,0.9227541103830479,0.3112493272270214,-0.02219359373963218,-0.5831464993200659
full_grid,1.9335,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.06134750906893904,-0.2266346203854448,0.9120169634180137,0.30738592879783255,-0.02178887070337146,-0.6093972119218827
full_grid,2.0,1.12,0.04,-0.7,2.0,0.3,0.04,0.01,0.06278350151711154,-0.22778747237105823,0.9016123057110184,0.303591146081217,-0.02140167292958568,-0.6358109411453936
full_grid,0.005,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,-3.585282625306885e-05,0.022830786678266657,0.7252763345196307,0.003151453531436914,-0.03192342921511153,0.00012955372197477784
full_grid,0.07150000000000001,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.00046700855780934525,-0.015594516096408162,0.4966283992351954,0.027769709308847368,-0.021014900122042164,-0.0012970667328956742
full_grid,0.138,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0025920174657404482,-0.05141125006245839,0.9721853319050489,0.09848030478182324,-0.0394738279866881,-0.00839841792004073
full_grid,0.20450000000000002,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.005426121041122056,-0.08024058895015851,1.1397185281056625,0.16061654000656778,-0.04451593990545598,-0.019706735585257845
full_grid,0.271,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.008413374892053516,-0.10169974158608408,1.1923020277534153,0.20908303833860398,-0.04490156427364567,-0.033515405228219
full_grid,0.3375,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.011363931654705728,-0.11800234643085328,1.200655868680796,0.24626947554792178,-0.043692691507164885,-0.04897122444326457
full_grid,0.404,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.014213560109258117,-0.13077665999642352,1.1909813105381861,0.27470655537097644,-0.04197068279730415,-0.06562055167450281
full_grid,0.47050000000000003,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.016943979596618308,-0.14108222418334293,1.1739758387388477,0.2963543117408056,-0.0401485735524918,-0.08320188707557347
full_grid,0.537,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.019554769631846658,-0.14961034647272853,1.1543134379066267,0.31267958807130936,-0.038388734761814265,-0.10155376815560369
full_grid,0.6035,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.022052423660987364,-0.15682264010402158,1.134100760630412,0.3247921832959404,-0.036751265308807395,-0.12057009608921987
full_grid,0.67,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.02444577411755433,-0.16303526643221367,1.114277941427419,0.3335477704711438,-0.03525244101158976,-0.14017678096962216
full_grid,0.7365,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.02674401849480923,-0.1684700152200007,1.0952352629393713,0.33961756102684193,-0.033889630188029526,-0.16031889132556187
full_grid,0.803,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.028955882404225752,-0.17328595753311649,1.0771009801741602,0.3435351077547555,-0.032652495665644765,-0.18095334732289825
full_grid,0.8695,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.031089300951304022,-0.17759956103619445,1.0598807271407562,0.34572854077777904,-0.03152816684380699,-0.2020446746075929
full_grid,0.936,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03315133966185102,-0.18149777705750725,1.0435262744342984,0.34654356324166957,-0.03050361724033289,-0.2235624958260961
full_grid,1.0025,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03514822366919634,-0.1850467346795841,1.0279694321803632,0.34626043661259387,-0.02956670327298199,-0.24548002594682394
full_grid,1.069,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03708541178432212,-0.18829762458481025,1.013138391820391,0.345106903322665,-0.028706552969649995,-0.2677731539694237
full_grid,1.1355,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.03896768473613477,-0.19129074819333858,0.99896515060983,0.3432682462587866,-0.027913642016443425,-0.29041986986788904
full_grid,1.202,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04079923303825683,-0.19405834731048532,0.9853884358438987,0.34089525129062226,-0.0271797258983401,-0.31339989604148233
full_grid,1.2685,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04258373805766558,-0.196626610091448,0.9723544129721637,0.3381105843576231,-0.026497713046047387,-0.33669444061395093
full_grid,1.335,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.044324443931911706,-0.19901711247830667,0.959816361327213,0.3350139402907374,-0.02586152122950224,-0.36028602382878017
full_grid,1.4015,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04602421997922235,-0.20124786746791856,0.9477339253629471,0.3316862230579247,-0.025265937434969517,-0.38415834872467247
full_grid,1.468,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04768561417207329,-0.20333409848232264,0.9360722459476638,0.32819295261104076,-0.024706490095452185,-0.40829619905292636
full_grid,1.5345,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.04931089861982407,-0.20528881630916596,0.9248011166049879,0.32458704879956024,-0.02417933674003653,-0.43268535437539035
full_grid,1.601,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.050902108102900745,-0.2071232545902697,0.9138942264418581,0.32091111051792576,-0.02368116725772218,-0.45731251641830317
full_grid,1.6675,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0524610726639555,-0.20884720233134235,0.903328509224135,0.31719928411494724,-0.023209121648097027,-0.48216524320632703
full_grid,1.734,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.05398944516615134,-0.2104692606485874,0.8930835975644547,0.3134787965760237,-0.02276072061450003,-0.50723188894471
full_grid,1.8005,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0554887246142417,-0.21199704320391866,0.8831413721740886,0.3097712145079701,-0.022333807247694175,-0.5325015484617506
full_grid,1.867,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.05696027591985342,-0.2134373343688558,0.8734855930332346,0.30609347847596213,-0.02192649813661421,-0.5579640055112409
full_grid,1.9335,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.058405346687214976,-0.21479621534742888,0.8641015991544609,0.30245875305275777,-0.021537142414527227,-0.5836096845105505
full_grid,2.0,1.1333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0598250815028728,-0.21607916578065844,0.8549760647540894,0.29887712553499096,-0.021164287445451433,-0.6094296054419048
full_grid,0.005,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.00016625089149480132,-0.0018909387473768913,-3.2480524362671304,-0.010593844262049582,0.0841697789813088,-1.1672636609100402e-05
full_grid,0.07150000000000001,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.00029787856881346997,-0.010141354361694388,0.33144665385443517,0.019347587092452323,-0.014952101043916375,-0.0008527541572709435
full_grid,0.138,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.0019865736832819225,-0.03985981846828912,0.7675552635753942,0.08117247473603806,-0.033201181946821055,-0.006581564842714965
full_grid,0.20450000000000002,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.004451859196369035,-0.06631007775693365,0.9545477497546013,0.1404498385483135,-0.03968647620581693,-0.016459676372473392
full_grid,0.271,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.007158378864635773,-0.08691185495155218,1.0292904213255518,0.1884670768205352,-0.04122367047611786,-0.028947489892328093
full_grid,0.3375,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.009892884270930713,-0.10297644175691034,1.0558833077783305,0.2261560527826345,-0.0408244042416183,-0.04319073140136337
full_grid,0.404,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.012571777681559593,-0.11578033713617342,1.0606346803544877,0.25548381538335163,-0.039671670174576124,-0.05871462529613941
full_grid,0.47050000000000003,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.015163633342889504,-0.12623382590981702,1.0551162944017936,0.2781712680632813,-0.0382586404018297,-0.0752384801250155
full_grid,0.537,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.01765925407782787,-0.13496041317785723,1.0447641295726502,0.29557491701588656,-0.03680026128387246,-0.09258624345819111
full_grid,0.6035,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.020059183902935818,-0.14238964927908393,1.0322481252073699,0.3087503586648934,-0.035390492740458336,-0.11064125331520513
full_grid,0.67,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.02236813609011279,-0.14882235420773826,1.0189104101555992,0.3185257787337623,-0.03406771371040059,-0.12932190517304099
full_grid,0.7365,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.024592394611398283,-0.1544731311571954,1.0054272176247645,0.32555870541878007,-0.032844010002542,-0.1485679473561694
full_grid,0.803,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.026738581926516347,-0.15949792652601613,0.992131741227988,0.33037666068394667,-0.03171904174809488,-0.16833251875410749
full_grid,0.8695,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.028813085357234924,-0.16401210990324366,0.9791782857069657,0.3334062020462052,-0.030686857202147554,-0.18857742494791407
full_grid,0.936,1.1466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.030821810179154308,-0.16810252435213302,0.966628056347254,0.33499411732131157,-0.02973930179271496,-0.20927029166434596
